"trial_type","trial_index","time_elapsed","internal_node_id","subject","participantCode","walkNumber","success","rt","stimulus","key_press","test_part","leftProb","midProb","rightProb","generatedNum","correct"
"pavlovia",0,653,"0.0-0.0","drf5h4qc3fzzgem",263,"104.csv","","","","","",NA,NA,NA,NA,""
"fullscreen",1,4361,"0.0-1.0","drf5h4qc3fzzgem",263,"104.csv","true","","","","",NA,NA,NA,NA,""
"survey-html-form",2,14093,"0.0-2.0","drf5h4qc3fzzgem",263,"104.csv","","9730.999999999996","","","",NA,NA,NA,NA,""
"image-keyboard-response",3,22563,"0.0-3.0-0.0","drf5h4qc3fzzgem",263,"104.csv","","8470.000000000004","resources/images/parrot_nobg.png","13","",NA,NA,NA,NA,""
"image-keyboard-response",4,25565,"0.0-3.0-1.0","drf5h4qc3fzzgem",263,"104.csv","","null","resources/image_sets/111.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",5,30016,"0.0-3.0-2.0","drf5h4qc3fzzgem",263,"104.csv","","4450","resources/image_sets/left_highlight.png","37","",NA,NA,NA,NA,""
"image-keyboard-response",6,31364,"0.0-3.0-3.0","drf5h4qc3fzzgem",263,"104.csv","","1347","resources/image_sets/mid_highlight.png","38","",NA,NA,NA,NA,""
"image-keyboard-response",7,32636,"0.0-3.0-4.0","drf5h4qc3fzzgem",263,"104.csv","","1270","resources/image_sets/right_highlight.png","39","",NA,NA,NA,NA,""
"image-keyboard-response",8,33982,"0.0-3.0-5.0","drf5h4qc3fzzgem",263,"104.csv","","1346","resources/image_sets/111.png","13","",NA,NA,NA,NA,""
"image-keyboard-response",9,37486,"0.0-3.0-6.0","drf5h4qc3fzzgem",263,"104.csv","","3503","resources/images/coin2.png","13","",NA,NA,NA,NA,""
"image-keyboard-response",10,40033,"0.0-3.0-7.0","drf5h4qc3fzzgem",263,"104.csv","","2546","resources/images/fishbone.png","13","",NA,NA,NA,NA,""
"html-keyboard-response",11,45065,"0.0-3.0-8.0","drf5h4qc3fzzgem",263,"104.csv","","5031","<p>You can track your coin total on the top right of your screen. </p><p>At the end of your journey you will be directed to a survey, so please click on the link before exiting the task</p><p>Press Enter to begin</p>","13","",NA,NA,NA,NA,""
"image-keyboard-response",12,47347,"0.0-4.0-0.0","drf5h4qc3fzzgem",263,"104.csv","","2281","resources/trios/L1T4A3.jpg","38","restless",0.9,0.7,0.3,0.406683919333105,"true"
"image-keyboard-response",13,47750,"0.0-4.0-1.0","drf5h4qc3fzzgem",263,"104.csv","","null","resources/maskTrios/BT4B.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",14,48951,"0.0-4.0-2.0","drf5h4qc3fzzgem",263,"104.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",15,51184,"0.0-4.1-0.1","drf5h4qc3fzzgem",263,"104.csv","","2231","resources/trios/L1T4A3.jpg","38","restless",0.9,0.7,0.3,0.520689832045508,"true"
"image-keyboard-response",16,51585,"0.0-4.1-1.1","drf5h4qc3fzzgem",263,"104.csv","","null","resources/maskTrios/BT4B.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",17,52787,"0.0-4.1-2.1","drf5h4qc3fzzgem",263,"104.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",18,53466,"0.0-4.2-0.2","drf5h4qc3fzzgem",263,"104.csv","","677.0000000000073","resources/trios/L1T4A3.jpg","38","restless",0.9,0.6,0.3,0.591012245402431,"true"
"image-keyboard-response",19,53867,"0.0-4.2-1.2","drf5h4qc3fzzgem",263,"104.csv","","null","resources/maskTrios/BT4B.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",20,55068,"0.0-4.2-2.2","drf5h4qc3fzzgem",263,"104.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",21,55641,"0.0-4.3-0.3","drf5h4qc3fzzgem",263,"104.csv","","570.9999999999927","resources/trios/L1T4A3.jpg","38","restless",0.8,0.6,0.4,0.129735613263736,"true"
"image-keyboard-response",22,56043,"0.0-4.3-1.3","drf5h4qc3fzzgem",263,"104.csv","","null","resources/maskTrios/BT4B.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",23,57244,"0.0-4.3-2.3","drf5h4qc3fzzgem",263,"104.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",24,57552,"0.0-4.4-0.4","drf5h4qc3fzzgem",263,"104.csv","","306","resources/trios/L1T4A3.jpg","38","restless",0.8,0.6,0.4,0.302001348615211,"true"
"image-keyboard-response",25,57954,"0.0-4.4-1.4","drf5h4qc3fzzgem",263,"104.csv","","null","resources/maskTrios/BT4B.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",26,59156,"0.0-4.4-2.4","drf5h4qc3fzzgem",263,"104.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",27,59525,"0.0-4.5-0.5","drf5h4qc3fzzgem",263,"104.csv","","368","resources/trios/L1T4A3.jpg","38","restless",0.8,0.6,0.4,0.438273800105146,"true"
"image-keyboard-response",28,59927,"0.0-4.5-1.5","drf5h4qc3fzzgem",263,"104.csv","","null","resources/maskTrios/BT4B.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",29,61128,"0.0-4.5-2.5","drf5h4qc3fzzgem",263,"104.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",30,61456,"0.0-4.6-0.6","drf5h4qc3fzzgem",263,"104.csv","","326","resources/trios/L1T4A3.jpg","38","restless",0.8,0.6,0.4,0.149550499042273,"true"
"image-keyboard-response",31,61858,"0.0-4.6-1.6","drf5h4qc3fzzgem",263,"104.csv","","null","resources/maskTrios/BT4B.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",32,63059,"0.0-4.6-2.6","drf5h4qc3fzzgem",263,"104.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",33,63379,"0.0-4.7-0.7","drf5h4qc3fzzgem",263,"104.csv","","318.0000000000218","resources/trios/L1T4A3.jpg","38","restless",0.8,0.6,0.4,0.94132786986533,"false"
"image-keyboard-response",34,63781,"0.0-4.7-1.7","drf5h4qc3fzzgem",263,"104.csv","","null","resources/maskTrios/BT4B.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",35,64982,"0.0-4.7-2.7","drf5h4qc3fzzgem",263,"104.csv","","null","resources/images/fishbone.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",36,65878,"0.0-4.8-0.8","drf5h4qc3fzzgem",263,"104.csv","","894","resources/trios/L1T4A3.jpg","38","restless",0.8,0.6,0.4,0.664275128729148,"false"
"image-keyboard-response",37,66279,"0.0-4.8-1.8","drf5h4qc3fzzgem",263,"104.csv","","null","resources/maskTrios/BT4B.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",38,67481,"0.0-4.8-2.8","drf5h4qc3fzzgem",263,"104.csv","","null","resources/images/fishbone.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",39,67885,"0.0-4.9-0.9","drf5h4qc3fzzgem",263,"104.csv","","404","resources/trios/L1T4A3.jpg","37","restless",0.8,0.6,0.4,0.681573638127759,"true"
"image-keyboard-response",40,68286,"0.0-4.9-1.9","drf5h4qc3fzzgem",263,"104.csv","","null","resources/maskTrios/L1BB.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",41,69488,"0.0-4.9-2.9","drf5h4qc3fzzgem",263,"104.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",42,69910,"0.0-4.10-0.10","drf5h4qc3fzzgem",263,"104.csv","","421.99999999998545","resources/trios/L1T4A3.jpg","37","restless",0.8,0.6,0.4,0.951912857183825,"false"
"image-keyboard-response",43,70313,"0.0-4.10-1.10","drf5h4qc3fzzgem",263,"104.csv","","null","resources/maskTrios/L1BB.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",44,71514,"0.0-4.10-2.10","drf5h4qc3fzzgem",263,"104.csv","","null","resources/images/fishbone.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",45,71851,"0.0-4.11-0.11","drf5h4qc3fzzgem",263,"104.csv","","336","resources/trios/L1T4A3.jpg","38","restless",0.8,0.6,0.4,0.00586873689511092,"true"
"image-keyboard-response",46,72253,"0.0-4.11-1.11","drf5h4qc3fzzgem",263,"104.csv","","null","resources/maskTrios/BT4B.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",47,73455,"0.0-4.11-2.11","drf5h4qc3fzzgem",263,"104.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",48,73974,"0.0-4.12-0.12","drf5h4qc3fzzgem",263,"104.csv","","518","resources/trios/L1T4A3.jpg","39","restless",0.8,0.7,0.4,0.338473939130376,"true"
"image-keyboard-response",49,74376,"0.0-4.12-1.12","drf5h4qc3fzzgem",263,"104.csv","","null","resources/maskTrios/BBA3.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",50,75578,"0.0-4.12-2.12","drf5h4qc3fzzgem",263,"104.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",51,75997,"0.0-4.13-0.13","drf5h4qc3fzzgem",263,"104.csv","","418.00000000001455","resources/trios/L1T4A3.jpg","38","restless",0.8,0.7,0.4,0.0525028359875033,"true"
