"trial_type","trial_index","time_elapsed","internal_node_id","subject","walkNumber","success","rt","stimulus","key_press","test_part","leftProb","midProb","rightProb","generatedNum","correct"
"pavlovia",0,1199,"0.0-0.0","etopr6r1loy4px6","143.csv","","","","","",NA,NA,NA,NA,""
"fullscreen",1,5105,"0.0-1.0","etopr6r1loy4px6","143.csv","true","","","","",NA,NA,NA,NA,""
"html-keyboard-response",2,15101,"0.0-2.0-0.0","etopr6r1loy4px6","143.csv","","9994","<p><font size='6'>Arrrgh!</p></font><p>Can you be the best pirate? Try to find lots of gold! But beware, some islands have more gold than others, and over time, the island with the most gold may change. Can YOU figure it out? </p><font size='6'>GOOD LUCK, CAPTAIN!!!</font><p>Press any key to begin</p>","32","",NA,NA,NA,NA,""
"image-keyboard-response",3,18111,"0.0-2.0-1.0","etopr6r1loy4px6","143.csv","","null","resources/image_sets/111.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",4,22088,"0.0-2.0-2.0","etopr6r1loy4px6","143.csv","","3975.7000000476837","resources/image_sets/left_highlight.png","37","",NA,NA,NA,NA,""
"image-keyboard-response",5,24363,"0.0-2.0-3.0","etopr6r1loy4px6","143.csv","","2272.7000000476837","resources/image_sets/mid_highlight.png","38","",NA,NA,NA,NA,""
"image-keyboard-response",6,25710,"0.0-2.0-4.0","etopr6r1loy4px6","143.csv","","1345","resources/image_sets/right_highlight.png","39","",NA,NA,NA,NA,""
"image-keyboard-response",7,28562,"0.0-2.0-5.0","etopr6r1loy4px6","143.csv","","2851.2999999523163","resources/image_sets/111.png","13","",NA,NA,NA,NA,""
"image-keyboard-response",8,31719,"0.0-2.0-6.0","etopr6r1loy4px6","143.csv","","3155.5","resources/images/coin2.png","13","",NA,NA,NA,NA,""
"image-keyboard-response",9,33456,"0.0-2.0-7.0","etopr6r1loy4px6","143.csv","","1736.8000000715256","resources/images/fishbone.png","13","",NA,NA,NA,NA,""
"html-keyboard-response",10,41678,"0.0-2.0-8.0","etopr6r1loy4px6","143.csv","","8221.299999952316","<p>Your first journey will be a long one, but you will get a well deserved break at the end</p><p>After the break you will have four more journeys, but each will be much shorter than the first, and you will have breaks in between each</p><p>Press Enter to begin</p>","13","",NA,NA,NA,NA,""
"image-keyboard-response",11,42603,"0.0-3.0-0.0","etopr6r1loy4px6","143.csv","","922.7000000476837","resources/trios/L1T2A2.jpg","37","restless",0.9,0.3,0.7,0.98643592248902,"false"
"image-keyboard-response",12,43018,"0.0-3.0-1.0","etopr6r1loy4px6","143.csv","","null","resources/maskTrios/L1BB.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",13,44221,"0.0-3.0-2.0","etopr6r1loy4px6","143.csv","","null","resources/images/fishbone.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",14,46073,"0.0-3.1-0.1","etopr6r1loy4px6","143.csv","","1848.6000000238419","resources/trios/L1T4A1.jpg","38","restless",0.9,0.3,0.8,0.686082510289339,"false"
"image-keyboard-response",15,46479,"0.0-3.1-1.1","etopr6r1loy4px6","143.csv","","null","resources/maskTrios/BT4B.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",16,47686,"0.0-3.1-2.1","etopr6r1loy4px6","143.csv","","null","resources/images/fishbone.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",17,50242,"0.0-3.2-0.2","etopr6r1loy4px6","143.csv","","2553.4000000953674","resources/trios/L1T2A2.jpg","38","restless",0.9,0.3,0.8,0.24326152365775,"true"
"image-keyboard-response",18,50659,"0.0-3.2-1.2","etopr6r1loy4px6","143.csv","","null","resources/maskTrios/BT2B.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",19,51884,"0.0-3.2-2.2","etopr6r1loy4px6","143.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",20,56228,"0.0-3.3-0.3","etopr6r1loy4px6","143.csv","","4341.699999928474","resources/trios/L1T4A1.jpg","39","restless",0.8,0.3,0.9,0.829154796045796,"true"
"image-keyboard-response",21,56643,"0.0-3.3-1.3","etopr6r1loy4px6","143.csv","","null","resources/maskTrios/BBA1.jpg","null","",NA,NA,NA,NA,""
