"trial_type","trial_index","time_elapsed","internal_node_id","subject","walkNumber","success","rt","stimulus","key_press","test_part","leftProb","midProb","rightProb","generatedNum","correct"
"pavlovia",0,891,"0.0-0.0","dbsrngrqgslyu6m","163.csv","","","","","",NA,NA,NA,NA,""
"fullscreen",1,10418,"0.0-1.0","dbsrngrqgslyu6m","163.csv","true","","","","",NA,NA,NA,NA,""
"html-keyboard-response",2,19053,"0.0-2.0-0.0","dbsrngrqgslyu6m","163.csv","","8633","<p><font size='6'>Arrrgh!</p></font><p>Can you be the best pirate? Try to find lots of gold! But beware, some islands have more gold than others, and over time, the island with the most gold may change. Can YOU figure it out? </p><font size='6'>GOOD LUCK, CAPTAIN!!!</font><p>Press any key to begin</p>","32","",NA,NA,NA,NA,""
"image-keyboard-response",3,22083,"0.0-2.0-1.0","dbsrngrqgslyu6m","163.csv","","null","resources/image_sets/111.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",4,27459,"0.0-2.0-2.0","dbsrngrqgslyu6m","163.csv","","5374.5","resources/image_sets/left_highlight.png","37","",NA,NA,NA,NA,""
"image-keyboard-response",5,31416,"0.0-2.0-3.0","dbsrngrqgslyu6m","163.csv","","3957.600000023842","resources/image_sets/mid_highlight.png","38","",NA,NA,NA,NA,""
"image-keyboard-response",6,32336,"0.0-2.0-4.0","dbsrngrqgslyu6m","163.csv","","918.6000000238419","resources/image_sets/right_highlight.png","39","",NA,NA,NA,NA,""
"image-keyboard-response",7,35160,"0.0-2.0-5.0","dbsrngrqgslyu6m","163.csv","","2822.6999999284744","resources/image_sets/111.png","13","",NA,NA,NA,NA,""
"image-keyboard-response",8,38128,"0.0-2.0-6.0","dbsrngrqgslyu6m","163.csv","","2966.899999976158","resources/images/coin2.png","13","",NA,NA,NA,NA,""
"image-keyboard-response",9,40640,"0.0-2.0-7.0","dbsrngrqgslyu6m","163.csv","","2511","resources/images/fishbone.png","13","",NA,NA,NA,NA,""
"image-keyboard-response",10,42696,"0.0-3.0-0.0","dbsrngrqgslyu6m","163.csv","","2054.7000000476837","resources/trios/L4T1A1.jpg","37","restless",0.9,0.7,0.3,0.394385472537856,"true"
"image-keyboard-response",11,43103,"0.0-3.0-1.0","dbsrngrqgslyu6m","163.csv","","null","resources/maskTrios/L4BB.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",12,44316,"0.0-3.0-2.0","dbsrngrqgslyu6m","163.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",13,44768,"0.0-3.1-0.1","dbsrngrqgslyu6m","163.csv","","450.2000000476837","resources/trios/L1T4A3.jpg","37","restless",0.9,0.7,0.4,0.377920871058494,"true"
"image-keyboard-response",14,45173,"0.0-3.1-1.1","dbsrngrqgslyu6m","163.csv","","null","resources/maskTrios/L1BB.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",15,46385,"0.0-3.1-2.1","dbsrngrqgslyu6m","163.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",16,46808,"0.0-3.2-0.2","dbsrngrqgslyu6m","163.csv","","420.7999999523163","resources/trios/L4T1A1.jpg","37","restless",0.9,0.7,0.4,0.216951574346785,"true"
"image-keyboard-response",17,47212,"0.0-3.2-1.2","dbsrngrqgslyu6m","163.csv","","null","resources/maskTrios/L4BB.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",18,48429,"0.0-3.2-2.2","dbsrngrqgslyu6m","163.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",19,48753,"0.0-3.3-0.3","dbsrngrqgslyu6m","163.csv","","321.5","resources/trios/L4T4A1.jpg","37","restless",0.9,0.7,0.4,0.650315064029854,"true"
"image-keyboard-response",20,49165,"0.0-3.3-1.3","dbsrngrqgslyu6m","163.csv","","null","resources/maskTrios/L4BB.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",21,50377,"0.0-3.3-2.3","dbsrngrqgslyu6m","163.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",22,50680,"0.0-3.4-0.4","dbsrngrqgslyu6m","163.csv","","301.5","resources/trios/L1T1A1.jpg","37","restless",0.9,0.7,0.4,0.0844022989862172,"true"
"image-keyboard-response",23,51093,"0.0-3.4-1.4","dbsrngrqgslyu6m","163.csv","","null","resources/maskTrios/L1BB.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",24,52303,"0.0-3.4-2.4","dbsrngrqgslyu6m","163.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",25,54080,"0.0-3.5-0.5","dbsrngrqgslyu6m","163.csv","","1775.7999999523163","resources/trios/L4T4A3.jpg","37","restless",0.9,0.7,0.3,0.352745980806546,"true"
"image-keyboard-response",26,54497,"0.0-3.5-1.5","dbsrngrqgslyu6m","163.csv","","null","resources/maskTrios/L4BB.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",27,55705,"0.0-3.5-2.5","dbsrngrqgslyu6m","163.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",28,55912,"0.0-3.6-0.6","dbsrngrqgslyu6m","163.csv","","205","resources/trios/L1T4A1.jpg","37","restless",0.9,0.7,0.4,0.77903755248103,"true"
"image-keyboard-response",29,56329,"0.0-3.6-1.6","dbsrngrqgslyu6m","163.csv","","null","resources/maskTrios/L1BB.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",30,57543,"0.0-3.6-2.6","dbsrngrqgslyu6m","163.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",31,57952,"0.0-3.7-0.7","dbsrngrqgslyu6m","163.csv","","407.39999997615814","resources/trios/L1T4A3.jpg","37","restless",0.8,0.7,0.5,0.866664656467985,"false"
"image-keyboard-response",32,58366,"0.0-3.7-1.7","dbsrngrqgslyu6m","163.csv","","null","resources/maskTrios/L1BB.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",33,59576,"0.0-3.7-2.7","dbsrngrqgslyu6m","163.csv","","null","resources/images/fishbone.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",34,59952,"0.0-3.8-0.8","dbsrngrqgslyu6m","163.csv","","375","resources/trios/L1T4A3.jpg","39","restless",0.8,0.7,0.5,0.0152443381346121,"true"
"image-keyboard-response",35,60356,"0.0-3.8-1.8","dbsrngrqgslyu6m","163.csv","","null","resources/maskTrios/BBA3.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",36,61562,"0.0-3.8-2.8","dbsrngrqgslyu6m","163.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",37,62000,"0.0-3.9-0.9","dbsrngrqgslyu6m","163.csv","","435.89999997615814","resources/trios/L4T1A3.jpg","39","restless",0.8,0.8,0.5,0.753775957165923,"false"
"image-keyboard-response",38,62408,"0.0-3.9-1.9","dbsrngrqgslyu6m","163.csv","","null","resources/maskTrios/BBA3.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",39,63620,"0.0-3.9-2.9","dbsrngrqgslyu6m","163.csv","","null","resources/images/fishbone.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",40,63976,"0.0-3.10-0.10","dbsrngrqgslyu6m","163.csv","","354.2999999523163","resources/trios/L1T1A3.jpg","38","restless",0.8,0.7,0.5,0.896954587268127,"false"
"image-keyboard-response",41,64378,"0.0-3.10-1.10","dbsrngrqgslyu6m","163.csv","","null","resources/maskTrios/BT1B.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",42,65595,"0.0-3.10-2.10","dbsrngrqgslyu6m","163.csv","","null","resources/images/fishbone.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",43,65960,"0.0-3.11-0.11","dbsrngrqgslyu6m","163.csv","","363.7999999523163","resources/trios/L4T1A1.jpg","39","restless",0.8,0.7,0.5,0.0865873200024057,"true"
"image-keyboard-response",44,66369,"0.0-3.11-1.11","dbsrngrqgslyu6m","163.csv","","null","resources/maskTrios/BBA1.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",45,67577,"0.0-3.11-2.11","dbsrngrqgslyu6m","163.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",46,67904,"0.0-3.12-0.12","dbsrngrqgslyu6m","163.csv","","324.7000000476837","resources/trios/L4T4A3.jpg","39","restless",0.8,0.7,0.5,0.794486681168989,"false"
"image-keyboard-response",47,68311,"0.0-3.12-1.12","dbsrngrqgslyu6m","163.csv","","null","resources/maskTrios/BBA3.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",48,69522,"0.0-3.12-2.12","dbsrngrqgslyu6m","163.csv","","null","resources/images/fishbone.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",49,69792,"0.0-3.13-0.13","dbsrngrqgslyu6m","163.csv","","268.59999990463257","resources/trios/L4T1A1.jpg","38","restless",0.8,0.7,0.5,0.0679849599044771,"true"
"image-keyboard-response",50,70201,"0.0-3.13-1.13","dbsrngrqgslyu6m","163.csv","","null","resources/maskTrios/BT1B.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",51,71406,"0.0-3.13-2.13","dbsrngrqgslyu6m","163.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",52,71856,"0.0-3.14-0.14","dbsrngrqgslyu6m","163.csv","","449.2999999523163","resources/trios/L4T4A1.jpg","38","restless",0.8,0.7,0.6,0.981539769529318,"false"
"image-keyboard-response",53,72258,"0.0-3.14-1.14","dbsrngrqgslyu6m","163.csv","","null","resources/maskTrios/BT4B.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",54,73461,"0.0-3.14-2.14","dbsrngrqgslyu6m","163.csv","","null","resources/images/fishbone.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",55,73832,"0.0-3.15-0.15","dbsrngrqgslyu6m","163.csv","","368.90000009536743","resources/trios/L4T1A3.jpg","37","restless",0.8,0.7,0.6,0.899112559525382,"false"
"image-keyboard-response",56,74241,"0.0-3.15-1.15","dbsrngrqgslyu6m","163.csv","","null","resources/maskTrios/L4BB.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",57,75444,"0.0-3.15-2.15","dbsrngrqgslyu6m","163.csv","","null","resources/images/fishbone.png","null","",NA,NA,NA,NA,""
