"trial_type","trial_index","time_elapsed","internal_node_id","subject","participantCode","walkNumber","success","rt","stimulus","key_press","test_part","leftProb","midProb","rightProb","generatedNum","correct"
"pavlovia",0,922,"0.0-0.0","gnh9a92utd42dqx",281,"44.csv","","","","","",NA,NA,NA,NA,""
"fullscreen",1,3843,"0.0-1.0","gnh9a92utd42dqx",281,"44.csv","true","","","","",NA,NA,NA,NA,""
"survey-html-form",2,14972,"0.0-2.0","gnh9a92utd42dqx",281,"44.csv","","11127.699999988079","","","",NA,NA,NA,NA,""
"image-keyboard-response",3,26285,"0.0-3.0-0.0","gnh9a92utd42dqx",281,"44.csv","","11312.700000047684","resources/images/parrot_nobg.png","13","",NA,NA,NA,NA,""
"image-keyboard-response",4,29299,"0.0-3.0-1.0","gnh9a92utd42dqx",281,"44.csv","","null","resources/image_sets/111.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",5,34542,"0.0-3.0-2.0","gnh9a92utd42dqx",281,"44.csv","","5242.5","resources/image_sets/left_highlight.png","37","",NA,NA,NA,NA,""
"image-keyboard-response",6,35778,"0.0-3.0-3.0","gnh9a92utd42dqx",281,"44.csv","","1235.2000000476837","resources/image_sets/mid_highlight.png","38","",NA,NA,NA,NA,""
"image-keyboard-response",7,36302,"0.0-3.0-4.0","gnh9a92utd42dqx",281,"44.csv","","523.7000000476837","resources/image_sets/right_highlight.png","39","",NA,NA,NA,NA,""
"image-keyboard-response",8,37974,"0.0-3.0-5.0","gnh9a92utd42dqx",281,"44.csv","","1671","resources/image_sets/111.png","13","",NA,NA,NA,NA,""
"image-keyboard-response",9,40268,"0.0-3.0-6.0","gnh9a92utd42dqx",281,"44.csv","","2293.800000011921","resources/images/coin2.png","13","",NA,NA,NA,NA,""
"image-keyboard-response",10,42154,"0.0-3.0-7.0","gnh9a92utd42dqx",281,"44.csv","","1885.300000011921","resources/images/fishbone.png","13","",NA,NA,NA,NA,""
"html-keyboard-response",11,45035,"0.0-3.0-8.0","gnh9a92utd42dqx",281,"44.csv","","2879.899999976158","<p>You can track your coin total on the top right of your screen. </p><p>At the end of your journey you will be directed to a survey, so please click on the link before exiting the task</p><p>Press Enter to begin</p>","13","",NA,NA,NA,NA,""
"image-keyboard-response",12,48026,"0.0-4.0-0.0","gnh9a92utd42dqx",281,"44.csv","","2990.5","resources/trios/L1T2A3.jpg","38","restless",0.7,0.9,0.3,0.924850762420508,"false"
"image-keyboard-response",13,48440,"0.0-4.0-1.0","gnh9a92utd42dqx",281,"44.csv","","null","resources/maskTrios/BT2B.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",14,49656,"0.0-4.0-2.0","gnh9a92utd42dqx",281,"44.csv","","null","resources/images/fishbone.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",15,52047,"0.0-4.1-0.1","gnh9a92utd42dqx",281,"44.csv","","2389.399999976158","resources/trios/L1T2A3.jpg","37","restless",0.7,0.9,0.3,0.300818141837935,"true"
"image-keyboard-response",16,52462,"0.0-4.1-1.1","gnh9a92utd42dqx",281,"44.csv","","null","resources/maskTrios/L1BB.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",17,53668,"0.0-4.1-2.1","gnh9a92utd42dqx",281,"44.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",18,55929,"0.0-4.2-0.2","gnh9a92utd42dqx",281,"44.csv","","2260.099999964237","resources/trios/L1T2A3.jpg","37","restless",0.7,0.9,0.3,0.697929171346759,"true"
"image-keyboard-response",19,56341,"0.0-4.2-1.2","gnh9a92utd42dqx",281,"44.csv","","null","resources/maskTrios/L1BB.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",20,57556,"0.0-4.2-2.2","gnh9a92utd42dqx",281,"44.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",21,59725,"0.0-4.3-0.3","gnh9a92utd42dqx",281,"44.csv","","2167.899999976158","resources/trios/L1T2A3.jpg","37","restless",0.7,0.9,0.3,0.437253504351216,"true"
"image-keyboard-response",22,60130,"0.0-4.3-1.3","gnh9a92utd42dqx",281,"44.csv","","null","resources/maskTrios/L1BB.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",23,61347,"0.0-4.3-2.3","gnh9a92utd42dqx",281,"44.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",24,63425,"0.0-4.4-0.4","gnh9a92utd42dqx",281,"44.csv","","2076.899999976158","resources/trios/L1T2A3.jpg","37","restless",0.7,0.8,0.3,0.820342334477712,"false"
"image-keyboard-response",25,63837,"0.0-4.4-1.4","gnh9a92utd42dqx",281,"44.csv","","null","resources/maskTrios/L1BB.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",26,65046,"0.0-4.4-2.4","gnh9a92utd42dqx",281,"44.csv","","null","resources/images/fishbone.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",27,66135,"0.0-4.5-0.5","gnh9a92utd42dqx",281,"44.csv","","1087.8999999761581","resources/trios/L1T2A3.jpg","39","restless",0.8,0.8,0.3,0.0112019681956628,"true"
"image-keyboard-response",28,66549,"0.0-4.5-1.5","gnh9a92utd42dqx",281,"44.csv","","null","resources/maskTrios/BBA3.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",29,67762,"0.0-4.5-2.5","gnh9a92utd42dqx",281,"44.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",30,68812,"0.0-4.6-0.6","gnh9a92utd42dqx",281,"44.csv","","1049.3999999761581","resources/trios/L1T2A3.jpg","39","restless",0.8,0.8,0.3,0.539983833172644,"false"
"image-keyboard-response",31,69219,"0.0-4.6-1.6","gnh9a92utd42dqx",281,"44.csv","","null","resources/maskTrios/BBA3.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",32,70434,"0.0-4.6-2.6","gnh9a92utd42dqx",281,"44.csv","","null","resources/images/fishbone.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",33,72764,"0.0-4.7-0.7","gnh9a92utd42dqx",281,"44.csv","","2328.699999988079","resources/trios/L1T2A3.jpg","38","restless",0.8,0.8,0.2,0.872765244904079,"false"
"image-keyboard-response",34,73173,"0.0-4.7-1.7","gnh9a92utd42dqx",281,"44.csv","","null","resources/maskTrios/BT2B.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",35,74384,"0.0-4.7-2.7","gnh9a92utd42dqx",281,"44.csv","","null","resources/images/fishbone.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",36,75828,"0.0-4.8-0.8","gnh9a92utd42dqx",281,"44.csv","","1443.800000011921","resources/trios/L1T2A3.jpg","39","restless",0.8,0.8,0.2,0.486723753911415,"false"
"image-keyboard-response",37,76234,"0.0-4.8-1.8","gnh9a92utd42dqx",281,"44.csv","","null","resources/maskTrios/BBA3.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",38,77446,"0.0-4.8-2.8","gnh9a92utd42dqx",281,"44.csv","","null","resources/images/fishbone.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",39,78103,"0.0-4.9-0.9","gnh9a92utd42dqx",281,"44.csv","","655.3000000119209","resources/trios/L1T2A3.jpg","37","restless",0.8,0.8,0.2,0.247826492110485,"true"
"image-keyboard-response",40,78504,"0.0-4.9-1.9","gnh9a92utd42dqx",281,"44.csv","","null","resources/maskTrios/L1BB.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",41,79715,"0.0-4.9-2.9","gnh9a92utd42dqx",281,"44.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",42,81069,"0.0-4.10-0.10","gnh9a92utd42dqx",281,"44.csv","","1352.699999988079","resources/trios/L1T2A3.jpg","37","restless",0.8,0.8,0.3,0.875801265922419,"false"
"image-keyboard-response",43,81479,"0.0-4.10-1.10","gnh9a92utd42dqx",281,"44.csv","","null","resources/maskTrios/L1BB.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",44,82684,"0.0-4.10-2.10","gnh9a92utd42dqx",281,"44.csv","","null","resources/images/fishbone.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",45,84056,"0.0-4.11-0.11","gnh9a92utd42dqx",281,"44.csv","","1370.8999999761581","resources/trios/L1T2A3.jpg","37","restless",0.8,0.8,0.3,0.8162837907595,"false"
"image-keyboard-response",46,84471,"0.0-4.11-1.11","gnh9a92utd42dqx",281,"44.csv","","null","resources/maskTrios/L1BB.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",47,85684,"0.0-4.11-2.11","gnh9a92utd42dqx",281,"44.csv","","null","resources/images/fishbone.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",48,86937,"0.0-4.12-0.12","gnh9a92utd42dqx",281,"44.csv","","1252","resources/trios/L1T2A3.jpg","39","restless",0.8,0.8,0.3,0.619624561765882,"false"
"image-keyboard-response",49,87349,"0.0-4.12-1.12","gnh9a92utd42dqx",281,"44.csv","","null","resources/maskTrios/BBA3.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",50,88559,"0.0-4.12-2.12","gnh9a92utd42dqx",281,"44.csv","","null","resources/images/fishbone.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",51,90577,"0.0-4.13-0.13","gnh9a92utd42dqx",281,"44.csv","","2017.699999988079","resources/trios/L1T2A3.jpg","38","restless",0.8,0.8,0.3,0.214891803192471,"true"
"image-keyboard-response",52,90983,"0.0-4.13-1.13","gnh9a92utd42dqx",281,"44.csv","","null","resources/maskTrios/BT2B.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",53,92196,"0.0-4.13-2.13","gnh9a92utd42dqx",281,"44.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",54,93537,"0.0-4.14-0.14","gnh9a92utd42dqx",281,"44.csv","","1339.5999999642372","resources/trios/L1T2A3.jpg","38","restless",0.8,0.8,0.3,0.45190841383637,"true"
"image-keyboard-response",55,93946,"0.0-4.14-1.14","gnh9a92utd42dqx",281,"44.csv","","null","resources/maskTrios/BT2B.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",56,95159,"0.0-4.14-2.14","gnh9a92utd42dqx",281,"44.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",57,96553,"0.0-4.15-0.15","gnh9a92utd42dqx",281,"44.csv","","1393.2000000476837","resources/trios/L1T2A3.jpg","38","restless",0.8,0.8,0.3,0.0388125454433859,"true"
"image-keyboard-response",58,96964,"0.0-4.15-1.15","gnh9a92utd42dqx",281,"44.csv","","null","resources/maskTrios/BT2B.jpg","null","",NA,NA,NA,NA,""
