"trial_type","trial_index","time_elapsed","internal_node_id","subject","walkNumber","success","rt","stimulus","key_press","test_part","leftProb","midProb","rightProb","generatedNum","correct"
"pavlovia",0,921,"0.0-0.0","uf6852zzz5uxw4e","193.csv","","","","","",NA,NA,NA,NA,""
"fullscreen",1,15414,"0.0-1.0","uf6852zzz5uxw4e","193.csv","true","","","","",NA,NA,NA,NA,""
"html-keyboard-response",2,20533,"0.0-2.0-0.0","uf6852zzz5uxw4e","193.csv","","5116.699999988079","<p><font size='6'>Arrrgh!</p></font><p>Can you be the best pirate? Try to find lots of gold! But beware, some islands have more gold than others, and over time, the island with the most gold may change. Can YOU figure it out? </p><font size='6'>GOOD LUCK, CAPTAIN!!!</font><p>Press any key to begin</p>","32","",NA,NA,NA,NA,""
"image-keyboard-response",3,23541,"0.0-2.0-1.0","uf6852zzz5uxw4e","193.csv","","null","resources/image_sets/111.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",4,30193,"0.0-2.0-2.0","uf6852zzz5uxw4e","193.csv","","6649.70000000298","resources/image_sets/left_highlight.png","37","",NA,NA,NA,NA,""
"image-keyboard-response",5,31894,"0.0-2.0-3.0","uf6852zzz5uxw4e","193.csv","","1698.5","resources/image_sets/mid_highlight.png","38","",NA,NA,NA,NA,""
"image-keyboard-response",6,32860,"0.0-2.0-4.0","uf6852zzz5uxw4e","193.csv","","963.9000000059605","resources/image_sets/right_highlight.png","39","",NA,NA,NA,NA,""
"image-keyboard-response",7,36989,"0.0-2.0-5.0","uf6852zzz5uxw4e","193.csv","","4127.70000000298","resources/image_sets/111.png","13","",NA,NA,NA,NA,""
"image-keyboard-response",8,40130,"0.0-2.0-6.0","uf6852zzz5uxw4e","193.csv","","3138.7000000029802","resources/images/coin2.png","13","",NA,NA,NA,NA,""
"image-keyboard-response",9,41525,"0.0-2.0-7.0","uf6852zzz5uxw4e","193.csv","","1393.7000000029802","resources/images/fishbone.png","13","",NA,NA,NA,NA,""
"html-keyboard-response",10,45359,"0.0-2.0-8.0","uf6852zzz5uxw4e","193.csv","","3831.7999999970198","<p>Your first journey will be a long one, but you will get a well deserved break at the end</p><p>After the break you will have four more journeys, but each will be much shorter than the first, and you will have breaks in between each</p><p>Press Enter to begin</p>","13","",NA,NA,NA,NA,""
"image-keyboard-response",11,46803,"0.0-3.0-0.0","uf6852zzz5uxw4e","193.csv","","1441","resources/trios/L1T1A3.jpg","38","restless",0.9,0.3,0.7,0.517495064850041,"false"
"image-keyboard-response",12,47213,"0.0-3.0-1.0","uf6852zzz5uxw4e","193.csv","","null","resources/maskTrios/BT1B.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",13,48420,"0.0-3.0-2.0","uf6852zzz5uxw4e","193.csv","","null","resources/images/fishbone.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",14,49995,"0.0-3.1-0.1","uf6852zzz5uxw4e","193.csv","","1571.5","resources/trios/L1T4A2.jpg","37","restless",0.9,0.3,0.7,0.524848252017916,"true"
"image-keyboard-response",15,50401,"0.0-3.1-1.1","uf6852zzz5uxw4e","193.csv","","null","resources/maskTrios/L1BB.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",16,51610,"0.0-3.1-2.1","uf6852zzz5uxw4e","193.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",17,52099,"0.0-3.2-0.2","uf6852zzz5uxw4e","193.csv","","486.30000001192093","resources/trios/L1T1A2.jpg","39","restless",0.9,0.3,0.7,0.452873057420119,"true"
"image-keyboard-response",18,52506,"0.0-3.2-1.2","uf6852zzz5uxw4e","193.csv","","null","resources/maskTrios/BBA2.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",19,53710,"0.0-3.2-2.2","uf6852zzz5uxw4e","193.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",20,54036,"0.0-3.3-0.3","uf6852zzz5uxw4e","193.csv","","323","resources/trios/L1T1A2.jpg","37","restless",0.9,0.3,0.7,0.322989985341124,"true"
"image-keyboard-response",21,54440,"0.0-3.3-1.3","uf6852zzz5uxw4e","193.csv","","null","resources/maskTrios/L1BB.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",22,55646,"0.0-3.3-2.3","uf6852zzz5uxw4e","193.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
