"trial_type","trial_index","time_elapsed","internal_node_id","subject","walkNumber","success","rt","stimulus","key_press","test_part","leftProb","midProb","rightProb","generatedNum","correct"
"pavlovia",0,862,"0.0-0.0","blkoe7koujnjnhx","126.csv","","","","","",NA,NA,NA,NA,""
"fullscreen",1,2894,"0.0-1.0","blkoe7koujnjnhx","126.csv","true","","","","",NA,NA,NA,NA,""
"html-keyboard-response",2,3721,"0.0-2.0-0.0","blkoe7koujnjnhx","126.csv","","826.1000000238419","<p><font size='6'>Arrrgh!</p></font><p>Can you be the best pirate? Try to find lots of gold! But beware, some islands have more gold than others, and over time, the island with the most gold may change. Can YOU figure it out? </p><font size='6'>GOOD LUCK, CAPTAIN!!!</font><p>Press any key to begin</p>","39","",NA,NA,NA,NA,""
"image-keyboard-response",3,6727,"0.0-2.0-1.0","blkoe7koujnjnhx","126.csv","","null","resources/image_sets/111.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",4,7111,"0.0-2.0-2.0","blkoe7koujnjnhx","126.csv","","382.10000002384186","resources/image_sets/left_highlight.png","37","",NA,NA,NA,NA,""
"image-keyboard-response",5,7178,"0.0-2.0-3.0","blkoe7koujnjnhx","126.csv","","65.29999995231628","resources/image_sets/mid_highlight.png","38","",NA,NA,NA,NA,""
"image-keyboard-response",6,7298,"0.0-2.0-4.0","blkoe7koujnjnhx","126.csv","","119.59999990463257","resources/image_sets/right_highlight.png","39","",NA,NA,NA,NA,""
"image-keyboard-response",7,7563,"0.0-2.0-5.0","blkoe7koujnjnhx","126.csv","","263","resources/image_sets/111.png","13","",NA,NA,NA,NA,""
"image-keyboard-response",8,7688,"0.0-2.0-6.0","blkoe7koujnjnhx","126.csv","","122.89999997615814","resources/images/coin2.png","13","",NA,NA,NA,NA,""
"image-keyboard-response",9,7813,"0.0-2.0-7.0","blkoe7koujnjnhx","126.csv","","124","resources/images/fishbone.png","13","",NA,NA,NA,NA,""
"html-keyboard-response",10,7900,"0.0-2.0-8.0","blkoe7koujnjnhx","126.csv","","86.39999997615814","<p>Your first journey will be a long one, but you will get a well deserved break at the end</p><p>After the break you will have four more journeys, but each will be much shorter than the first, and you will have breaks in between each</p><p>Press Enter to begin</p>","13","",NA,NA,NA,NA,""
"image-keyboard-response",11,8191,"0.0-3.0-0.0","blkoe7koujnjnhx","126.csv","","287","resources/trios/L1T1A2.jpg","37","restless",0.9,0.7,0.3,0.551279589662641,"true"
"image-keyboard-response",12,8595,"0.0-3.0-1.0","blkoe7koujnjnhx","126.csv","","null","resources/maskTrios/L1BB.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",13,9799,"0.0-3.0-2.0","blkoe7koujnjnhx","126.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",14,10048,"0.0-3.1-0.1","blkoe7koujnjnhx","126.csv","","246","resources/trios/L2T1A2.jpg","39","restless",0.9,0.7,0.3,0.306483038013493,"false"
"image-keyboard-response",15,10454,"0.0-3.1-1.1","blkoe7koujnjnhx","126.csv","","null","resources/maskTrios/BBA2.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",16,11657,"0.0-3.1-2.1","blkoe7koujnjnhx","126.csv","","null","resources/images/fishbone.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",17,11741,"0.0-3.2-0.2","blkoe7koujnjnhx","126.csv","","81.10000002384186","resources/trios/L1T1A1.jpg","39","restless",0.9,0.7,0.3,0.85611605513352,"false"
"image-keyboard-response",18,12148,"0.0-3.2-1.2","blkoe7koujnjnhx","126.csv","","null","resources/maskTrios/BBA1.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",19,13351,"0.0-3.2-2.2","blkoe7koujnjnhx","126.csv","","null","resources/images/fishbone.png","null","",NA,NA,NA,NA,""
