"trial_type","trial_index","time_elapsed","internal_node_id","subject","walkNumber","success","rt","stimulus","key_press","test_part","leftProb","midProb","rightProb","generatedNum","correct"
"pavlovia",0,1924,"0.0-0.0","1j7u245pzpotkv4","121.csv","","","","","",NA,NA,NA,NA,""
"fullscreen",1,6936,"0.0-1.0","1j7u245pzpotkv4","121.csv","true","","","","",NA,NA,NA,NA,""
"html-keyboard-response",2,16540,"0.0-2.0-0.0","1j7u245pzpotkv4","121.csv","","9602.899999976158","<p><font size='6'>Arrrgh!</p></font><p>Can you be the best pirate? Try to find lots of gold! But beware, some islands have more gold than others, and over time, the island with the most gold may change. Can YOU figure it out? </p><font size='6'>GOOD LUCK, CAPTAIN!!!</font><p>Press any key to begin</p>","32","",NA,NA,NA,NA,""
"image-keyboard-response",3,19544,"0.0-2.0-1.0","1j7u245pzpotkv4","121.csv","","null","resources/image_sets/111.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",4,34598,"0.0-2.0-2.0","1j7u245pzpotkv4","121.csv","","15053.600000023842","resources/image_sets/left_highlight.png","37","",NA,NA,NA,NA,""
"image-keyboard-response",5,38047,"0.0-2.0-3.0","1j7u245pzpotkv4","121.csv","","3448.199999988079","resources/image_sets/mid_highlight.png","38","",NA,NA,NA,NA,""
"image-keyboard-response",6,39991,"0.0-2.0-4.0","1j7u245pzpotkv4","121.csv","","1943.5","resources/image_sets/right_highlight.png","39","",NA,NA,NA,NA,""
"image-keyboard-response",7,45905,"0.0-2.0-5.0","1j7u245pzpotkv4","121.csv","","5913.5","resources/image_sets/111.png","13","",NA,NA,NA,NA,""
"image-keyboard-response",8,48550,"0.0-2.0-6.0","1j7u245pzpotkv4","121.csv","","2644.4000000059605","resources/images/coin2.png","13","",NA,NA,NA,NA,""
"image-keyboard-response",9,50302,"0.0-2.0-7.0","1j7u245pzpotkv4","121.csv","","1751.699999988079","resources/images/fishbone.png","13","",NA,NA,NA,NA,""
"html-keyboard-response",10,60578,"0.0-2.0-8.0","1j7u245pzpotkv4","121.csv","","10275.700000017881","<p>Your first journey will be a long one, but you will get a well deserved break at the end</p><p>After the break you will have four more journeys, but each will be much shorter than the first, and you will have breaks in between each</p><p>Press Enter to begin</p>","13","",NA,NA,NA,NA,""
"image-keyboard-response",11,62986,"0.0-3.0-0.0","1j7u245pzpotkv4","121.csv","","2407.199999988079","resources/trios/L2T2A3.jpg","38","restless",0.3,0.9,0.7,0.340894615130256,"true"
"image-keyboard-response",12,63389,"0.0-3.0-1.0","1j7u245pzpotkv4","121.csv","","null","resources/maskTrios/BT2B.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",13,64593,"0.0-3.0-2.0","1j7u245pzpotkv4","121.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",14,68022,"0.0-3.1-0.1","1j7u245pzpotkv4","121.csv","","3428.199999988079","resources/trios/L1T1A3.jpg","38","restless",0.3,0.9,0.7,0.398255637410466,"true"
