"trial_type","trial_index","time_elapsed","internal_node_id","subject","participantCode","walkNumber","success","rt","stimulus","key_press","test_part","leftProb","midProb","rightProb","generatedNum","correct"
"pavlovia",0,812,"0.0-0.0","seu4neodvh38f7y",767,"194.csv","","","","","",NA,NA,NA,NA,""
"fullscreen",1,22572,"0.0-1.0","seu4neodvh38f7y",767,"194.csv","true","","","","",NA,NA,NA,NA,""
"survey-html-form",2,30919,"0.0-2.0","seu4neodvh38f7y",767,"194.csv","","8343.39999999106","","","",NA,NA,NA,NA,""
"image-keyboard-response",3,38746,"0.0-3.0-0.0","seu4neodvh38f7y",767,"194.csv","","7823","resources/images/parrot_nobg.png","13","",NA,NA,NA,NA,""
"image-keyboard-response",4,41748,"0.0-3.0-1.0","seu4neodvh38f7y",767,"194.csv","","null","resources/image_sets/111.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",5,47182,"0.0-3.0-2.0","seu4neodvh38f7y",767,"194.csv","","5432.4000000059605","resources/image_sets/left_highlight.png","37","",NA,NA,NA,NA,""
"image-keyboard-response",6,50472,"0.0-3.0-3.0","seu4neodvh38f7y",767,"194.csv","","3288.5","resources/image_sets/mid_highlight.png","38","",NA,NA,NA,NA,""
"image-keyboard-response",7,51811,"0.0-3.0-4.0","seu4neodvh38f7y",767,"194.csv","","1337.6000000089407","resources/image_sets/right_highlight.png","39","",NA,NA,NA,NA,""
"image-keyboard-response",8,55416,"0.0-3.0-5.0","seu4neodvh38f7y",767,"194.csv","","3603.2999999970198","resources/image_sets/111.png","13","",NA,NA,NA,NA,""
"image-keyboard-response",9,57335,"0.0-3.0-6.0","seu4neodvh38f7y",767,"194.csv","","1918","resources/images/coin2.png","13","",NA,NA,NA,NA,""
"image-keyboard-response",10,58404,"0.0-3.0-7.0","seu4neodvh38f7y",767,"194.csv","","1068","resources/images/fishbone.png","13","",NA,NA,NA,NA,""
"html-keyboard-response",11,62092,"0.0-3.0-8.0","seu4neodvh38f7y",767,"194.csv","","3687.4000000059605","<p>You can track your coin total on the top right of your screen. </p><p>At the end of your journey you will be directed to a survey, so please click on the link before exiting the task</p><p>Press Enter to begin</p>","13","",NA,NA,NA,NA,""
"image-keyboard-response",12,66550,"0.0-4.0-0.0","seu4neodvh38f7y",767,"194.csv","","4456","resources/trios/L1T2A3.jpg","38","restless",0.3,0.9,0.7,0.532048493388392,"true"
"image-keyboard-response",13,66957,"0.0-4.0-1.0","seu4neodvh38f7y",767,"194.csv","","null","resources/maskTrios/BT2B.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",14,68164,"0.0-4.0-2.0","seu4neodvh38f7y",767,"194.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",15,72507,"0.0-4.1-0.1","seu4neodvh38f7y",767,"194.csv","","4339.79999999702","resources/trios/L1T2A3.jpg","38","restless",0.4,0.9,0.7,0.100301874279362,"true"
"image-keyboard-response",16,72910,"0.0-4.1-1.1","seu4neodvh38f7y",767,"194.csv","","null","resources/maskTrios/BT2B.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",17,74114,"0.0-4.1-2.1","seu4neodvh38f7y",767,"194.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",18,76077,"0.0-4.2-0.2","seu4neodvh38f7y",767,"194.csv","","1960.2000000029802","resources/trios/L1T2A3.jpg","38","restless",0.3,0.9,0.7,0.540191122701958,"true"
"image-keyboard-response",19,76479,"0.0-4.2-1.2","seu4neodvh38f7y",767,"194.csv","","null","resources/maskTrios/BT2B.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",20,77684,"0.0-4.2-2.2","seu4neodvh38f7y",767,"194.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
