"trial_type","trial_index","time_elapsed","internal_node_id","subject","walkNumber","success","rt","stimulus","key_press","test_part","leftProb","midProb","rightProb","generatedNum","correct"
"pavlovia",0,1262,"0.0-0.0","sf4fy4760pt2965","7.csv","","","","","",NA,NA,NA,NA,""
"fullscreen",1,4237,"0.0-1.0","sf4fy4760pt2965","7.csv","true","","","","",NA,NA,NA,NA,""
"html-keyboard-response",2,7988,"0.0-2.0-0.0","sf4fy4760pt2965","7.csv","","3749","<p><font size='6'>Arrrgh!</p></font><p>Can you be the best pirate? Try to find lots of gold! But beware, some islands have more gold than others, and over time, the island with the most gold may change. Can YOU figure it out? </p><font size='6'>GOOD LUCK, CAPTAIN!!!</font><p>Press any key to begin</p>","32","",NA,NA,NA,NA,""
"image-keyboard-response",3,10993,"0.0-2.0-1.0","sf4fy4760pt2965","7.csv","","null","resources/image_sets/111.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",4,22485,"0.0-2.0-2.0","sf4fy4760pt2965","7.csv","","11490","resources/image_sets/left_highlight.png","37","",NA,NA,NA,NA,""
"image-keyboard-response",5,28151,"0.0-2.0-3.0","sf4fy4760pt2965","7.csv","","5664","resources/image_sets/mid_highlight.png","38","",NA,NA,NA,NA,""
"image-keyboard-response",6,30860,"0.0-2.0-4.0","sf4fy4760pt2965","7.csv","","2707.0000000000073","resources/image_sets/right_highlight.png","39","",NA,NA,NA,NA,""
"image-keyboard-response",7,51501,"0.0-2.0-5.0","sf4fy4760pt2965","7.csv","","20637.999999999993","resources/image_sets/111.png","13","",NA,NA,NA,NA,""
"image-keyboard-response",8,56335,"0.0-2.0-6.0","sf4fy4760pt2965","7.csv","","4832","resources/images/coin2.png","13","",NA,NA,NA,NA,""
"image-keyboard-response",9,58036,"0.0-2.0-7.0","sf4fy4760pt2965","7.csv","","1698.9999999999927","resources/images/fishbone.png","13","",NA,NA,NA,NA,""
"html-keyboard-response",10,60414,"0.0-2.0-8.0","sf4fy4760pt2965","7.csv","","2376","<p>Your first journey will be a long one, but you will get a well deserved break at the end</p><p>After the break you will have four more journeys, but each will be much shorter than the first, and you will have breaks in between each</p><p>Press Enter to begin</p>","13","",NA,NA,NA,NA,""
"image-keyboard-response",11,62202,"0.0-3.0-0.0","sf4fy4760pt2965","7.csv","","1786","resources/trios/L1T2A1.jpg","39","restless",0.9,0.3,0.7,0.545503201074133,"true"
"image-keyboard-response",12,62608,"0.0-3.0-1.0","sf4fy4760pt2965","7.csv","","null","resources/maskTrios/BBA1.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",13,63812,"0.0-3.0-2.0","sf4fy4760pt2965","7.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",14,66695,"0.0-3.1-0.1","sf4fy4760pt2965","7.csv","","2880","resources/trios/L2T4A1.jpg","39","restless",0.9,0.3,0.7,0.90405248390389,"false"
"image-keyboard-response",15,67099,"0.0-3.1-1.1","sf4fy4760pt2965","7.csv","","null","resources/maskTrios/BBA1.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",16,68301,"0.0-3.1-2.1","sf4fy4760pt2965","7.csv","","null","resources/images/fishbone.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",17,76244,"0.0-3.2-0.2","sf4fy4760pt2965","7.csv","","7941","resources/trios/L2T4A1.jpg","37","restless",0.8,0.3,0.7,0.508861531469577,"true"
"image-keyboard-response",18,76648,"0.0-3.2-1.2","sf4fy4760pt2965","7.csv","","null","resources/maskTrios/L2BB.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",19,77851,"0.0-3.2-2.2","sf4fy4760pt2965","7.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",20,81496,"0.0-3.3-0.3","sf4fy4760pt2965","7.csv","","3643","resources/trios/L2T2A1.jpg","38","restless",0.8,0.3,0.7,0.635426946417064,"false"
"image-keyboard-response",21,81899,"0.0-3.3-1.3","sf4fy4760pt2965","7.csv","","null","resources/maskTrios/BT2B.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",22,83102,"0.0-3.3-2.3","sf4fy4760pt2965","7.csv","","null","resources/images/fishbone.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",23,84085,"0.0-3.4-0.4","sf4fy4760pt2965","7.csv","","980","resources/trios/L1T4A2.jpg","37","restless",0.7,0.3,0.7,0.995398654060874,"false"
"image-keyboard-response",24,84488,"0.0-3.4-1.4","sf4fy4760pt2965","7.csv","","null","resources/maskTrios/L1BB.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",25,85690,"0.0-3.4-2.4","sf4fy4760pt2965","7.csv","","null","resources/images/fishbone.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",26,86282,"0.0-3.5-0.5","sf4fy4760pt2965","7.csv","","590","resources/trios/L2T2A2.jpg","39","restless",0.6,0.3,0.7,0.395838015042533,"true"
"image-keyboard-response",27,86685,"0.0-3.5-1.5","sf4fy4760pt2965","7.csv","","null","resources/maskTrios/BBA2.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",28,87888,"0.0-3.5-2.5","sf4fy4760pt2965","7.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",29,88776,"0.0-3.6-0.6","sf4fy4760pt2965","7.csv","","885","resources/trios/L2T2A2.jpg","39","restless",0.6,0.3,0.7,0.232593395073756,"true"
"image-keyboard-response",30,89179,"0.0-3.6-1.6","sf4fy4760pt2965","7.csv","","null","resources/maskTrios/BBA2.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",31,90383,"0.0-3.6-2.6","sf4fy4760pt2965","7.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",32,91199,"0.0-3.7-0.7","sf4fy4760pt2965","7.csv","","814","resources/trios/L2T2A1.jpg","39","restless",0.6,0.3,0.7,0.109975216158755,"true"
"image-keyboard-response",33,91602,"0.0-3.7-1.7","sf4fy4760pt2965","7.csv","","null","resources/maskTrios/BBA1.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",34,92805,"0.0-3.7-2.7","sf4fy4760pt2965","7.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
