"trial_type","trial_index","time_elapsed","internal_node_id","subject","participantCode","walkNumber","success","rt","stimulus","key_press","test_part","leftProb","midProb","rightProb","generatedNum","correct"
"pavlovia",0,952,"0.0-0.0","r3a8kd6jh5ne2a8",446,"40.csv","","","","","",NA,NA,NA,NA,""
"fullscreen",1,4635,"0.0-1.0","r3a8kd6jh5ne2a8",446,"40.csv","true","","","","",NA,NA,NA,NA,""
"html-keyboard-response",2,8907,"0.0-2.0-0.0","r3a8kd6jh5ne2a8",446,"40.csv","","4270.300000011921","<p><font size='6'>Arrrgh!</p></font><p>Can you be the best pirate? Try to find lots of gold! But beware, some islands have more gold than others, and over time, the island with the most gold may change. Can YOU figure it out? </p><font size='6'>GOOD LUCK, CAPTAIN!!!</font><p>Press any key to begin</p>","32","",NA,NA,NA,NA,""
"image-keyboard-response",3,11912,"0.0-2.0-1.0","r3a8kd6jh5ne2a8",446,"40.csv","","null","resources/image_sets/111.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",4,19084,"0.0-2.0-2.0","r3a8kd6jh5ne2a8",446,"40.csv","","7170","resources/image_sets/left_highlight.png","37","",NA,NA,NA,NA,""
"image-keyboard-response",5,23035,"0.0-2.0-3.0","r3a8kd6jh5ne2a8",446,"40.csv","","3950.0999999940395","resources/image_sets/mid_highlight.png","38","",NA,NA,NA,NA,""
"image-keyboard-response",6,24799,"0.0-2.0-4.0","r3a8kd6jh5ne2a8",446,"40.csv","","1761.9000000059605","resources/image_sets/right_highlight.png","39","",NA,NA,NA,NA,""
"image-keyboard-response",7,26583,"0.0-2.0-5.0","r3a8kd6jh5ne2a8",446,"40.csv","","1782.800000011921","resources/image_sets/111.png","13","",NA,NA,NA,NA,""
"image-keyboard-response",8,33846,"0.0-2.0-6.0","r3a8kd6jh5ne2a8",446,"40.csv","","7261.5999999940395","resources/images/coin2.png","13","",NA,NA,NA,NA,""
"image-keyboard-response",9,37161,"0.0-2.0-7.0","r3a8kd6jh5ne2a8",446,"40.csv","","3313.199999988079","resources/images/fishbone.png","13","",NA,NA,NA,NA,""
"html-keyboard-response",10,42259,"0.0-2.0-8.0","r3a8kd6jh5ne2a8",446,"40.csv","","5096.0999999940395","<p>Your first journey will be a long one, but you will get a well deserved break at the end</p><p>After the break you will have four more journeys, but each will be much shorter than the first, and you will have breaks in between each</p><p>Press Enter to begin</p>","13","",NA,NA,NA,NA,""
"image-keyboard-response",11,46817,"0.0-3.0-0.0","r3a8kd6jh5ne2a8",446,"40.csv","","4553.4000000059605","resources/trios/L2T1A3.jpg","38","restless",0.7,0.3,0.9,0.557577662344032,"false"
