"trial_type","trial_index","time_elapsed","internal_node_id","subject","participantCode","walkNumber","success","rt","stimulus","key_press","test_part","leftProb","midProb","rightProb","generatedNum","correct"
"pavlovia",0,1072,"0.0-0.0","vxusfx6v6b01xjd",939,"166.csv","","","","","",NA,NA,NA,NA,""
"fullscreen",1,4267,"0.0-1.0","vxusfx6v6b01xjd",939,"166.csv","true","","","","",NA,NA,NA,NA,""
"html-keyboard-response",2,7881,"0.0-2.0-0.0","vxusfx6v6b01xjd",939,"166.csv","","3612","<p><font size='6'>Arrrgh!</p></font><p>Can you be the best pirate? Try to find lots of gold! But beware, some islands have more gold than others, and over time, the island with the most gold may change. Can YOU figure it out? </p><font size='6'>GOOD LUCK, CAPTAIN!!!</font><p>Press any key to begin</p>","32","",NA,NA,NA,NA,""
"image-keyboard-response",3,10884,"0.0-2.0-1.0","vxusfx6v6b01xjd",939,"166.csv","","null","resources/image_sets/111.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",4,16259,"0.0-2.0-2.0","vxusfx6v6b01xjd",939,"166.csv","","5373","resources/image_sets/left_highlight.png","37","",NA,NA,NA,NA,""
"image-keyboard-response",5,19107,"0.0-2.0-3.0","vxusfx6v6b01xjd",939,"166.csv","","2846.9999999999964","resources/image_sets/mid_highlight.png","38","",NA,NA,NA,NA,""
"image-keyboard-response",6,19902,"0.0-2.0-4.0","vxusfx6v6b01xjd",939,"166.csv","","794","resources/image_sets/right_highlight.png","39","",NA,NA,NA,NA,""
"image-keyboard-response",7,23530,"0.0-2.0-5.0","vxusfx6v6b01xjd",939,"166.csv","","3627","resources/image_sets/111.png","13","",NA,NA,NA,NA,""
"image-keyboard-response",8,25948,"0.0-2.0-6.0","vxusfx6v6b01xjd",939,"166.csv","","2417","resources/images/coin2.png","13","",NA,NA,NA,NA,""
"image-keyboard-response",9,28218,"0.0-2.0-7.0","vxusfx6v6b01xjd",939,"166.csv","","2267.9999999999964","resources/images/fishbone.png","13","",NA,NA,NA,NA,""
"html-keyboard-response",10,30929,"0.0-2.0-8.0","vxusfx6v6b01xjd",939,"166.csv","","2710","<p>Your first journey will be a long one, but you will get a well deserved break at the end</p><p>After the break you will have four more journeys, but each will be much shorter than the first, and you will have breaks in between each</p><p>Press Enter to begin</p>","13","",NA,NA,NA,NA,""
"image-keyboard-response",11,32980,"0.0-3.0-0.0","vxusfx6v6b01xjd",939,"166.csv","","2050","resources/trios/L2T4A2.jpg","37","restless",0.3,0.9,0.7,0.146103201976609,"true"
"image-keyboard-response",12,33384,"0.0-3.0-1.0","vxusfx6v6b01xjd",939,"166.csv","","null","resources/maskTrios/L2BB.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",13,34588,"0.0-3.0-2.0","vxusfx6v6b01xjd",939,"166.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",14,36059,"0.0-3.1-0.1","vxusfx6v6b01xjd",939,"166.csv","","1469.0000000000073","resources/trios/L1T2A2.jpg","39","restless",0.3,0.9,0.7,0.503124987785452,"true"
"image-keyboard-response",15,36462,"0.0-3.1-1.1","vxusfx6v6b01xjd",939,"166.csv","","null","resources/maskTrios/BBA2.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",16,37664,"0.0-3.1-2.1","vxusfx6v6b01xjd",939,"166.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",17,38257,"0.0-3.2-0.2","vxusfx6v6b01xjd",939,"166.csv","","591.0000000000073","resources/trios/L2T4A3.jpg","38","restless",0.3,0.9,0.7,0.432919324316313,"true"
"image-keyboard-response",18,38660,"0.0-3.2-1.2","vxusfx6v6b01xjd",939,"166.csv","","null","resources/maskTrios/BT4B.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",19,39865,"0.0-3.2-2.2","vxusfx6v6b01xjd",939,"166.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",20,42434,"0.0-3.3-0.3","vxusfx6v6b01xjd",939,"166.csv","","2567.0000000000073","resources/trios/L2T2A3.jpg","39","restless",0.3,0.9,0.7,0.68465501943037,"true"
"image-keyboard-response",21,42837,"0.0-3.3-1.3","vxusfx6v6b01xjd",939,"166.csv","","null","resources/maskTrios/BBA3.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",22,44039,"0.0-3.3-2.3","vxusfx6v6b01xjd",939,"166.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",23,44847,"0.0-3.4-0.4","vxusfx6v6b01xjd",939,"166.csv","","802","resources/trios/L2T2A3.jpg","37","restless",0.2,0.9,0.7,0.228993166534033,"false"
