"trial_type","trial_index","time_elapsed","internal_node_id","subject","walkNumber","success","rt","stimulus","key_press","test_part","leftProb","midProb","rightProb","generatedNum","correct"
"pavlovia",0,1180,"0.0-0.0","jsnakn4m73maafz","9.csv","","","","","",NA,NA,NA,NA,""
"fullscreen",1,8257,"0.0-1.0","jsnakn4m73maafz","9.csv","true","","","","",NA,NA,NA,NA,""
"html-keyboard-response",2,26985,"0.0-2.0-0.0","jsnakn4m73maafz","9.csv","","18726.39999985695","<p><font size='6'>Arrrgh!</p></font><p>Can you be the best pirate? Try to find lots of gold! But beware, some islands have more gold than others, and over time, the island with the most gold may change. Can YOU figure it out? </p><font size='6'>GOOD LUCK, CAPTAIN!!!</font><p>Press any key to begin</p>","186","",NA,NA,NA,NA,""
"image-keyboard-response",3,29989,"0.0-2.0-1.0","jsnakn4m73maafz","9.csv","","null","resources/image_sets/111.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",4,37198,"0.0-2.0-2.0","jsnakn4m73maafz","9.csv","","7207.599999904633","resources/image_sets/left_highlight.png","37","",NA,NA,NA,NA,""
"image-keyboard-response",5,45762,"0.0-2.0-3.0","jsnakn4m73maafz","9.csv","","8562.100000143051","resources/image_sets/mid_highlight.png","38","",NA,NA,NA,NA,""
"image-keyboard-response",6,48436,"0.0-2.0-4.0","jsnakn4m73maafz","9.csv","","2672.800000190735","resources/image_sets/right_highlight.png","39","",NA,NA,NA,NA,""
"image-keyboard-response",7,53413,"0.0-2.0-5.0","jsnakn4m73maafz","9.csv","","4975.299999952316","resources/image_sets/111.png","13","",NA,NA,NA,NA,""
"image-keyboard-response",8,56097,"0.0-2.0-6.0","jsnakn4m73maafz","9.csv","","2683.0999999046326","resources/images/coin2.png","13","",NA,NA,NA,NA,""
"image-keyboard-response",9,58427,"0.0-2.0-7.0","jsnakn4m73maafz","9.csv","","2330.0999999046326","resources/images/fishbone.png","13","",NA,NA,NA,NA,""
"html-keyboard-response",10,65926,"0.0-2.0-8.0","jsnakn4m73maafz","9.csv","","7498","<p>Your first journey will be a long one, but you will get a well deserved break at the end</p><p>After the break you will have four more journeys, but each will be much shorter than the first, and you will have breaks in between each</p><p>Press Enter to begin</p>","13","",NA,NA,NA,NA,""
"image-keyboard-response",11,69880,"0.0-3.0-0.0","jsnakn4m73maafz","9.csv","","3952.2000000476837","resources/trios/L4T4A1.jpg","38","restless",0.7,0.9,0.3,0.281500929477126,"true"
"image-keyboard-response",12,70290,"0.0-3.0-1.0","jsnakn4m73maafz","9.csv","","null","resources/maskTrios/BT4B.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",13,71503,"0.0-3.0-2.0","jsnakn4m73maafz","9.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",14,76394,"0.0-3.1-0.1","jsnakn4m73maafz","9.csv","","4889.5","resources/trios/L1T1A3.jpg","37","restless",0.7,0.9,0.3,0.924965022360503,"false"
"image-keyboard-response",15,76804,"0.0-3.1-1.1","jsnakn4m73maafz","9.csv","","null","resources/maskTrios/L1BB.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",16,78011,"0.0-3.1-2.1","jsnakn4m73maafz","9.csv","","null","resources/images/fishbone.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",17,80291,"0.0-3.2-0.2","jsnakn4m73maafz","9.csv","","2278","resources/trios/L4T1A1.jpg","38","restless",0.6,0.9,0.3,0.745992867653009,"true"
"image-keyboard-response",18,80697,"0.0-3.2-1.2","jsnakn4m73maafz","9.csv","","null","resources/maskTrios/BT1B.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",19,81913,"0.0-3.2-2.2","jsnakn4m73maafz","9.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",20,83917,"0.0-3.3-0.3","jsnakn4m73maafz","9.csv","","2002.8999998569489","resources/trios/L1T4A1.jpg","38","restless",0.6,0.8,0.3,0.195308168647266,"true"
"image-keyboard-response",21,84328,"0.0-3.3-1.3","jsnakn4m73maafz","9.csv","","null","resources/maskTrios/BT4B.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",22,85540,"0.0-3.3-2.3","jsnakn4m73maafz","9.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",23,87477,"0.0-3.4-0.4","jsnakn4m73maafz","9.csv","","1936.2000000476837","resources/trios/L4T4A3.jpg","38","restless",0.6,0.7,0.3,0.0806445749217326,"true"
"image-keyboard-response",24,87895,"0.0-3.4-1.4","jsnakn4m73maafz","9.csv","","null","resources/maskTrios/BT4B.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",25,89103,"0.0-3.4-2.4","jsnakn4m73maafz","9.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",26,90936,"0.0-3.5-0.5","jsnakn4m73maafz","9.csv","","1831.1000001430511","resources/trios/L4T1A3.jpg","38","restless",0.6,0.7,0.3,0.776883722989135,"false"
"image-keyboard-response",27,91347,"0.0-3.5-1.5","jsnakn4m73maafz","9.csv","","null","resources/maskTrios/BT1B.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",28,92558,"0.0-3.5-2.5","jsnakn4m73maafz","9.csv","","null","resources/images/fishbone.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",29,93886,"0.0-3.6-0.6","jsnakn4m73maafz","9.csv","","1326","resources/trios/L1T1A3.jpg","39","restless",0.6,0.7,0.3,0.234979122810289,"true"
"image-keyboard-response",30,94297,"0.0-3.6-1.6","jsnakn4m73maafz","9.csv","","null","resources/maskTrios/BBA3.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",31,95505,"0.0-3.6-2.6","jsnakn4m73maafz","9.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",32,96797,"0.0-3.7-0.7","jsnakn4m73maafz","9.csv","","1289.9000000953674","resources/trios/L1T1A3.jpg","39","restless",0.6,0.7,0.3,0.994626119309393,"false"
"image-keyboard-response",33,97208,"0.0-3.7-1.7","jsnakn4m73maafz","9.csv","","null","resources/maskTrios/BBA3.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",34,98421,"0.0-3.7-2.7","jsnakn4m73maafz","9.csv","","null","resources/images/fishbone.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",35,99685,"0.0-3.8-0.8","jsnakn4m73maafz","9.csv","","1262.2000000476837","resources/trios/L1T4A1.jpg","38","restless",0.6,0.7,0.3,0.0336363144401892,"true"
"image-keyboard-response",36,100092,"0.0-3.8-1.8","jsnakn4m73maafz","9.csv","","null","resources/maskTrios/BT4B.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",37,101310,"0.0-3.8-2.8","jsnakn4m73maafz","9.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",38,103033,"0.0-3.9-0.9","jsnakn4m73maafz","9.csv","","1721.2000000476837","resources/trios/L4T1A3.jpg","38","restless",0.6,0.7,0.4,0.692224679952249,"true"
"image-keyboard-response",39,103440,"0.0-3.9-1.9","jsnakn4m73maafz","9.csv","","null","resources/maskTrios/BT1B.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",40,104651,"0.0-3.9-2.9","jsnakn4m73maafz","9.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
"image-keyboard-response",41,106526,"0.0-3.10-0.10","jsnakn4m73maafz","9.csv","","1873.4000000953674","resources/trios/L1T1A1.jpg","38","restless",0.6,0.7,0.4,0.616408148812558,"true"
"image-keyboard-response",42,106938,"0.0-3.10-1.10","jsnakn4m73maafz","9.csv","","null","resources/maskTrios/BT1B.jpg","null","",NA,NA,NA,NA,""
"image-keyboard-response",43,108146,"0.0-3.10-2.10","jsnakn4m73maafz","9.csv","","null","resources/images/coin2.png","null","",NA,NA,NA,NA,""
